SYMBOL,RANGE
CAMLINFINE,3.0999985
CANBK,4.550003
CANDC,0.0
CANFINHOME,9.700012
CANTABIL,15.899994
CAPACITE,2.5
CAPLIPOINT,9.950012
CAPTRUST,9.5
CARBORUNIV,13.300018
CAREERP,4.7999954
CARERATING,16.400024
CASTEXTECH,0.099999994
CASTROLIND,6.550003
CCHHL,0.20000005
CCL,14.399994
CDSL,6.0500183
CEATLTD,28.799988
CEBBCO,0.6499996
CELEBRITY,0.2999997
CELESTIAL,0.10000014
CENTENKA,8.299988
CENTEXT,0.20000005
CENTRALBK,0.8999996
CENTRUM,3.2999992
CENTUM,13.75
CENTURYPLY,2.800003
CENTURYTEX,15.099976
CERA,64.80005
CEREBRAINT,0.0
CESC,26.150024
CESCVENT,23.200012
CGCL,14.299988
CGPOWER,0.79999924
CHALET,16.0
CHAMBLFERT,11.25
CHEMBOND,20.949997
CHEMFAB,9.550003
CHENNPETRO,6.75
CHOLAFIN,5.5
CHOLAHLDNG,19.25
CHROMATIC,0.099999964
CIGNITITEC,3.5
CIMMCO,1.5
CINELINE,1.5
CINEVISTA,0.3499999
CIPLA,14.649994
CKFSL,0.050000012
CLEDUCATE,3.0
CLNINDIA,17.450012
CMICABLES,1.5499992
CMMIPL,0.0
CNOVAPETRO,0.3499999
COALINDIA,4.850006
COCHINSHIP,16.799988
COFFEEDAY,1.2999992
COLPAL,122.30005
COMPINFO,1.75
COMPUSOFT,0.1500001
CONCOR,16.150024
CONFIPET,0.6500015
CONSOFINVT,5.3499985
CONTI,2.0
CONTROLPR,9.0
CORALFINAC,0.25
CORDSCABLE,3.75
COROMANDEL,28.450012
CORPBANK,1.25
COSMOFILMS,10.899994
COUNCODOS,0.05000007
COX&KINGS,0.049999952
CPSEETF,0.32999992
CREATIVE,8.800003
CREDITACC,55.150024
CREST,12.050003
CRISIL,79.650024
CROMPTON,13.0
CSBBANK,7.25
CTE,1.1000004
CUB,5.100006
CUBEXTUB,2.0
CUMMINSIND,20.850037
CUPID,13.199997
CYBERMEDIA,0.0
CYBERTECH,1.199997
CYIENT,6.200012
DAAWAT,1.7000008
DABUR,24.050018
DALBHARAT,26.0
DALMIASUG,5.1500015
DAMODARIND,1.3999996
DATAMATICS,8.0
DBCORP,3.699997
DBL,7.6999817
DBREALTY,0.8999996
DBSTOCKBRO,0.0
DCAL,5.3499985
DCBBANK,8.149994
DCI,0.0
DCM,2.0499992
DCMNVL,3.3500023
DCMSHRIRAM,12.549988
DCW,0.75
DECCANCE,17.0
DEEPAKFERT,5.5499954
DEEPAKNTR,9.700012
DEEPIND,7.0
DELTACORP,10.5
DELTAMAGNT,1.9000015
DEN,1.6500015
DENORA,9.850006
DEVIT,2.800003
DFMFOODS,19.050018
DGCONTENT,0.4499998
DHAMPURSUG,8.600006
DHANBANK,0.45000076
DHANUKA,32.400024
DHARSUGAR,0.4500003
DHFL,0.29999924
DHFL,5.0
DHFL,10.0
DHFL,12.410004
DHFL,0.0
DHFL,0.0
DHFL,34.0
DHUNINV,7.800003
DIAMONDYD,19.0
DIAPOWER,0.099999964
DICIND,14.800018
DIGISPICE,0.4499998
DIGJAMLTD,0.100000024
DISHTV,1.75
DIVISLAB,39.25
DIXON,428.0
DLF,6.800003
DLINKINDIA,4.449997
DMART,86.19995
DNAMEDIA,0.099999994
DOLAT,3.2000008
DOLLAR,6.800003
DONEAR,1.1499996
DPSCLTD,0.24999952
DPWIRES,4.4000015
DQE,0.0
DREDGECORP,6.5500183
DRREDDY,51.44995
DSSL,0.8500004
DTIL,5.599991
DUCON,0.25
DVL,2.050003
DWARKESH,1.7000008
DYNAMATECH,46.799988
DYNPRO,7.949997
E2E,0.20000076
EASTSILK,0.099999964
EASUNREYRL,0.19999981
EBBETF0423,1.2700195
EBBETF0430,1.6500244
ECLERX,47.400024
ECLFINANCE,9.799988
ECLFINANCE,0.0
ECLFINANCE,0.0
ECLFINANCE,8.950012
ECLFINANCE,0.0
ECLFINANCE,0.0
ECLFINANCE,26.0
ECLFINANCE,8.98999
ECLFINANCE,24.900024
ECLFINANCE,0.0
ECLFINANCE,0.0
ECLFINANCE,0.0
ECLFINANCE,21.0
ECLFINANCE,54.0
ECLFINANCE,16.0
ECLFINANCE,30.0
ECLFINANCE,96.109985
ECLFINANCE,19.900024
ECLFINANCE,0.0
EDELWEISS,6.0999985
EDL,0.29999995
EDUCOMP,0.100000024
EHFLNCD,29.0
EICHERMOT,380.0
EIDPARRY,7.599991
EIFFL,0.34999847
EIHAHOTELS,7.100006
EIHOTEL,5.600006
EIMCOELECO,17.0
EKC,1.2999992
ELECON,1.1500015
ELECTCAST,0.39999962
ELECTHERM,6.0
ELGIEQUIP,6.799988
ELGIRUBCO,1.2999992
EMAMILTD,21.199982
EMAMIPAP,0.0
EMAMIREAL,3.0
EMBASSY,3.8900146
EMCO,0.0
EMKAY,3.2000008
EMMBI,4.25
EMOFSR1RDP,0.26000023
EMOFSR1RGG,0.19999981
ENDURANCE,57.0
ENERGYDEV,0.25
ENGINERSIN,2.2000046
ENIL,12.350006
EON,1.0500002
EQ30,8.0
EQUITAS,3.5999985
ERFLNCDI,0.0
ERFLNCDI,39.900024
ERFLNCDI,0.0
ERFLNCDI,125.0
ERFLNCDI,20.029968
ERFLNCDI,0.0
ERIS,24.0
EROSMEDIA,0.39999962
ESABINDIA,56.5
ESCORTS,77.400024
ESSARSHPNG,0.25
ESSELPACK,5.849991
ESTER,2.2000008
EUROCERA,0.0
EUROMULTI,0.0
EUROTEXIND,0.4499998
EVEREADY,5.4000015
EVERESTIND,13.25
EXCEL,0.100000024
EXCELINDUS,50.200012
EXIDEIND,5.200012
EXPLEOSOL,20.700012
FACT,1.949997
FAIRCHEM,18.950012
FCL,1.3500004
FCONSUMER,1.1499996
FCSSOFT,0.049999997
FDC,5.0
FEDERALBNK,3.7000046
FEL,1.25
FELDVR,1.0
FIEMIND,15.0
FILATEX,2.4500008
FINCABLES,8.950012
FINEORG,93.19995
FINPIPE,7.950012
FLEXITUFF,0.4000001
FLFL,10.149994
FLUOROCHEM,10.200012
FMGOETZE,19.25
FMNL,1.4499989
FOCUS,0.0
FORCEMOT,92.75
FORTIS,2.5999908
FOSECOIND,104.75
FOURTHDIM,0.0
FRETAIL,8.050018
FSC,18.350006
FSL,2.0499992
GABRIEL,3.5999985
GAEL,8.5
GAIL,3.75
GAL,0.1500001
GALAXYSURF,79.0
GALLANTT,1.8999996
GALLISPAT,0.80000114
GAMMNINFRA,0.050000012
GANDHITUBE,3.0
GANECOS,12.549988
GANESHHOUC,2.3499985
GANGESSECU,3.2999992
GANGOTRI,0.049999952
GARDENSILK,0.6999998
GARFIBRES,96.19995
GATI,1.0
GAYAHWS,0.050000012
GAYAPROJ,0.0
GDL,4.0
GEECEE,2.75
GENESYS,5.299999
GENUSPAPER,0.8000002
GENUSPOWER,0.8999996
GEOJITFSL,0.79999924
GEPIL,28.950012
GESHIP,10.650024
GET&D,16.649994
GFLLIMITED,13.899994
GHCL,4.899994
GICHSGFIN,2.5
GICRE,10.649994
GILLANDERS,2.0
GILLETTE,34.450195
GINNIFILA,0.4499998
GIPCL,3.0999985
GKWLIMITED,38.950012
GLAXO,44.399902
GLENMARK,19.300018
GLFL,0.0
GLOBALVECT,3.5499992
GLOBOFFS,0.3000002
GLOBUSSPR,8.300003
GMBREW,14.150024
GMDCLTD,2.0999985
GMMPFAUDLR,84.0
GMRINFRA,0.9000015
GNA,8.350006
GNFC,10.0
GOACARBON,4.899994
GOCLCORP,23.450012
GODFRYPHLP,87.900024
GODHA,0.0
GODREJAGRO,15.849976
GODREJCP,53.200012
GODREJIND,10.900024
GODREJPROP,52.349976
GOENKA,0.050000012
GOKEX,2.75
GOKUL,0.40000057
GOKULAGRO,0.8499994
GOLDBEES,0.27000046
GOLDENTOBC,1.25
GOLDIAM,6.699997
GOLDSHARE,55.850098
GOLDTECH,0.75
GOODLUCK,2.449997
GPIL,7.0
GPPL,3.9000015
GPTINFRA,4.3499985
GRANULES,7.75
GRAPHITE,6.9499817
GRASIM,21.75
GRAVITA,4.1500015
GREAVESCOT,3.199997
GREENLAM,55.44995
GREENPANEL,3.25
GREENPLY,5.649994
GREENPOWER,0.100000024
GRINDWELL,14.900024
GROBTEA,38.75
GRPLTD,118.95001
GRSE,6.100006
GSCLCEMENT,1.2000008
GSFC,3.0
GSKCONS,103.549805
GSPL,14.75
GSS,1.699997
GTL,0.100000024
GTLINFRA,0.049999982
GTNIND,0.6999998
GTPL,1.1500015
GUFICBIO,2.4999962
GUJALKALI,11.75
GUJAPOLLO,5.199997
GUJGASLTD,10.850006
GUJRAFFIA,0.0
GULFOILLUB,7.5
GULFPETRO,3.7999992
GULPOLY,3.9000015
GVKPIL,0.2999997
HAL,53.650024
HARITASEAT,22.799988
HARRMALAYA,3.7000046
HATHWAY,0.6000004
HATSUN,28.950012
HAVELLS,13.25
HAVISHA,0.0
HBLPOWER,0.80000114
HBSL,0.0
HCC,0.54999924
HCG,5.0
HCL-INSYS,0.4499998
HCLTECH,10.199951
HDFC,41.80005
HDFCAMC,46.149902
HDFCBANK,21.75
HDFCLIFE,11.399963
HDFCMFGETF,39.94995
HDFCNIFETF,7.540039
HDFCSENETF,108.0
HDIL,0.1500001
HEG,27.350098
HEIDELBERG,6.899994
HEOF1126RG,0.06000042
HERCULES,4.300003
HERITGFOOD,29.0
HEROMOTOCO,58.0
HESTERBIO,44.900024
HEXATRADEX,1.25
HEXAWARE,12.200012
HFCL,0.20000076
HGINFRA,16.40001
HGS,13.900024
HHOF1140RG,0.34999943
HIKAL,5.2000046
HIL,39.0
HILTON,1.1500006
HIMATSEIDE,4.600006
HINDALCO,5.050003
HINDCOMPOS,8.0
HINDCOPPER,1.5
HINDMOTORS,0.14999962
HINDNATGLS,0.049999237
HINDOILEXP,3.0499954
HINDPETRO,8.75
HINDSYNTEX,0.0
HINDUNILVR,28.550049
HINDZINC,6.25
HIRECT,14.949997
HISARMETAL,7.25
HITECH,3.0
HITECHCORP,1.4000015
HITECHGEAR,14.849991
HLVLTD,0.099999905
HMT,1.0
HMVL,3.25
HNDFDS,37.900024
HNGSNGBEES,15.5
HONAUT,319.3496
HONDAPOWER,45.05005
HOVS,1.6500015
HPIL,1.0
HPL,1.7999992
HSCL,2.300003
HSIL,2.1000023
HTMEDIA,0.49999905
HUBTOWN,0.40000057
HUDCO,1.5499992
HUDCO,0.060058594
HUDCO,0.0
HUDCO,0.0
HUDCO,22.97998
HUDCO,12.849976
HUDCO,23.699951
HUDCO,17.699951
IBMFNIFTY,6.0
IBREALEST,4.449997
IBUCCREDIT,0.2999878
IBUCCREDIT,0.0
IBUCCREDIT,139.20001
IBUCCREDIT,30.0
IBULHSGFIN,13.75
IBULHSGFIN,0.0
IBULHSGFIN,0.0
IBULHSGFIN,35.0
IBULISL,4.8499985
IBVENTURES,3.1500015
IBVENTURES,7.699997
ICEMAKE,0.0
ICFL,23.400024
ICFL,11.0
ICFL,0.0
ICFL,0.0
ICICI500,1.1399994
ICICIB22,0.7200012
ICICIBANK,9.799988
ICICIBANKN,2.5499878
ICICIBANKP,2.0
ICICIGI,32.700073
ICICIGOLD,3.25
ICICILIQ,0.049987793
ICICILOVOL,6.739998
ICICIM150,5.260002
ICICIMCAP,1.1000061
ICICINF100,0.94999695
ICICINIFTY,5.489998
ICICINV20,1.8400002
ICICINXT50,1.5
ICICIPRULI,14.950012
ICICISENSX,2.7099915
ICIL,2.4500008
ICRA,87.3999
IDBI,0.69999695
IDBIGOLD,37.80005
IDEA,0.5999999
IDFC,3.5499992
IDFCFIRSTB,2.7999992
IDFCFIRSTB,22.990234
IDFCFIRSTB,117.88965
IDFCFIRSTB,0.0
IDFCFIRSTB,159.0
IDFCFIRSTB,42.990234
IDFCFIRSTB,39.0
IDFCFIRSTB,0.0
IDFCFIRSTB,38.600098
IDFCFIRSTB,5.0
IDFCFIRSTB,74.990234
IDFNIFTYET,0.0
IEX,8.150009
IFBAGRO,17.149994
IFBIND,26.950012
IFCI,0.14999962
IFCI,4.48999
IFCI,3.0
IFGLEXPOR,3.6500092
IGARASHI,7.649994
IGL,17.699982
IGPL,14.799988
IIFCL,14.0
IIFL,6.0
IIFLFIN,40.0
IIFLFIN,2.5
IIFLFIN,0.0
IIFLFIN,33.0
IIFLFIN,0.0
IIFLFIN,0.0
IIFLFIN,0.0
IIFLSEC,3.6500015
IIFLWAM,69.44995
IIHFL,0.0
IITL,0.0
IL&FSENGG,0.100000024
IL&FSTRANS,0.099999905
IMFA,9.800003
IMPAL,13.150024
IMPEXFERRO,0.050000012
INDBANK,0.5999999
INDHOTEL,2.800003
INDIACEM,3.5499954
INDIAGLYCO,12.450012
INDIAMART,66.8999
INDIANB,1.800003
INDIANCARD,11.300003
INDIANHUME,16.15001
INDIGO,51.94995
INDIGRID,0.40000153
INDLMETER,1.8999996
INDNIPPON,26.0
INDOCO,7.25
INDORAMA,0.19999886
INDOSOLAR,0.050000012
INDOSTAR,13.0
INDOTECH,1.75
INDOTHAI,1.25
INDOWIND,0.19999981
INDRAMEDCO,2.050003
INDSWFTLAB,0.6499996
INDSWFTLTD,0.29999995
INDTERRAIN,3.3499985
INDUSINDBK,32.44995
INEOSSTYRO,25.75
INFIBEAM,2.0
INFOBEAN,5.2999954
INFRABEES,6.3099976
INFRATEL,8.300003
INFY,11.700012
INGERRAND,16.349976
INNOVANA,4.4000015
INNOVATIVE,0.0
INOXLEISUR,11.0
INOXWIND,1.7000008
INSECTICID,24.75
INSPIRISYS,1.9500008
INTEGRA,0.100000024
INTELLECT,4.5
INTENTECH,3.2999992
INVENTURE,0.6999998
IOB,0.40000057
IOC,3.75
IOLCP,7.399994
IPCALAB,53.099976
IRB,7.0499954
IRBINVIT,0.7400017
IRCON,26.25
IRCTC,47.94995
IREDA,0.0
IRFC,0.0
IRFC,2.0
IRFC,0.0
IRFC,59.98999
IRFC,9.0
IRFC,11.98999
IRFC,7.0
IRFC,0.11999512
IRISDOREME,0.0
ISEC,24.700012
ISFT,7.4000015
ISMTLTD,0.20000029
ITC,4.0
ITDC,9.600006
ITDCEM,3.5499992
ITI,2.0999985
IVC,0.1500001
IVP,3.6000023
IVZINGOLD,34.0
IVZINNIFTY,28.0
IZMO,1.4500008
J&KBANK,0.5
JAGRAN,1.800003
JAGSNPHARM,1.0
JAIBALAJI,1.1000004
JAICORPLTD,3.550003
JAIHINDPRO,0.0
JAINSTUDIO,0.0
JAKHARIA,0.0
JALAN,0.0
JAMNAAUTO,1.5999985
JASH,5.899994
JAYAGROGN,5.4000015
JAYBARMARU,9.0
JAYNECOIND,0.25000024
JAYSREETEA,2.0
JBCHEPHARM,7.850006
JBFIND,0.0
JBMA,7.0
JCHAC,75.1001
JETAIRWAYS,0.0
JHS,0.5500002
JIKIND,0.099999994
JINDALPHOT,0.8499994
JINDALPOLY,13.350006
JINDALSAW,3.0499954
JINDALSTEL,9.549988
JINDCOT,0.0
JINDRILL,8.199997
JINDWORLD,2.300003
JISLDVREQS,0.4500003
JISLJALEQS,0.4000001
JITFINFRA,0.8999996
JIYAECO,2.25
JKCEMENT,30.0
JKIL,4.149994
JKLAKSHMI,16.5
JKPAPER,3.699997
JKTYRE,8.5
JMA,2.3999996
JMCPROJECT,2.5499954
JMFINANCIL,4.3499985
JMTAUTOLTD,0.0
JOCIL,7.8499985
JPASSOCIAT,0.099999905
JPINFRATEC,0.100000024
JPPOWER,0.10000014
JSL,2.5
JSLHISAR,3.3499985
JSWENERGY,2.1500015
JSWHL,98.80005
JSWSTEEL,6.850006
JSWSTEEL,0.049999952
JTEKTINDIA,5.9000015
JUBILANT,18.549988
JUBLFOOD,69.94995
JUBLINDS,8.899994
JUMPNET,3.6500015
JUNIORBEES,7.430023
JUSTDIAL,22.900024
JVLAGRO,0.050000012
JYOTHYLAB,5.0
KABRAEXTRU,3.800003
KAJARIACER,7.5
KAKATCEM,21.300003
KALPATPOWR,21.25
KALYANIFRG,7.949997
KAMATHOTEL,2.3499985
KAMDHENU,2.949997
KANANIIND,0.29999995
KANORICHEM,1.0999985
KANSAINER,13.400024
KAPSTON,21.0
KARDA,1.699997
KARMAENG,0.05000019
KARURVYSYA,3.7000008
KAUSHALYA,0.099999994
KAVVERITEL,0.05000007
KAYA,25.799988
KCP,2.7000046
KCPSUGIND,0.75
KDDL,9.800018
KEC,11.5
KECL,1.8000011
KEI,12.799988
KELLTONTEC,2.0
KENNAMET,33.05005
KERNEX,0.95000076
KESORAMIND,1.7000008
KEYFINSERV,0.0
KGL,0.099999994
KHADIM,4.950012
KHAITANLTD,0.79999924
KHFM,0.14999962
KICL,47.0
KILITCH,8.200005
KINGFA,42.950012
KIOCL,4.9000015
KIRIINDUS,18.399994
KIRLFER,2.800003
KIRLOSBROS,6.349991
KIRLOSENG,5.199997
KIRLOSIND,83.45001
KITEX,7.0
KKCL,22.799988
KMSUGAR,0.29999924
KNRCON,12.549988
KOHINOOR,0.6000004
KOKUYOCMLN,4.4000015
KOLTEPATIL,11.299988
KOPRAN,1.4000015
KOTAKBANK,22.800049
KOTAKBKETF,6.399994
KOTAKGOLD,4.799988
KOTAKNIFTY,1.050003
KOTAKNV20,1.1599998
KOTAKPSUBK,2.199997
KOTARISUG,1.3000002
KOTHARIPET,1.1999989
KOTHARIPRO,3.899994
KPITTECH,5.1500015
KPRMILL,21.25
KRBL,17.950012
KREBSBIO,5.25
KRIDHANINF,0.14999986
KSB,28.049988
KSCL,12.649994
KSERASERA,0.050000004
KSK,0.100000024
KSL,12.699997
KTKBANK,1.2000046
KUANTUM,24.899994
KWALITY,0.1500001
L&TFH,4.0999985
L&TFINANCE,62.95996
L&TFINANCE,0.0
L&TFINANCE,0.0
L&TFINANCE,8.700012
L&TFINANCE,11.0
L&TINFRA,41.44995
L&TINFRA,5.0
L&TINFRA,0.0
L&TINFRA,0.0
L&TINFRA,9.949951
LAKSHVILAS,0.75
LALPATHLAB,81.400024
LAMBODHARA,2.2999992
LAOPALA,9.649994
LASA,0.0
LAURUSLABS,30.450012
LAXMIMACH,67.5
LEMONTREE,0.9000015
LFIC,5.800003
LGBBROSLTD,8.450012
LGBFORGE,0.049999952
LIBAS,3.4000015
LIBERTSHOE,3.5
LICHSGFIN,26.75
LICNETFGSC,2.8999996
LICNETFN50,2.4400024
LICNETFSEN,25.799988
LICNFNHGP,3.600006
LINCOLN,10.350006
LINCPEN,15.0
LINDEINDIA,27.200012
LIQUIDBEES,0.76000977
LIQUIDETF,0.020019531
LOKESHMACH,1.2000008
LOTUSEYE,2.3500004
LOVABLE,1.550003
LPDC,0.100000024
LSIL,0.100000024
LT,23.800049
LTI,20.0
LTTS,60.0
LUMAXIND,34.5
LUMAXTECH,3.4500046
LUPIN,20.350037
LUXIND,34.849976
LYKALABS,1.1999989
LYPSAGEMS,0.5
M&M,23.700012
M&MFIN,11.450012
M&MFIN,3.9899902
M&MFIN,5.0
M100,0.6700001
M14RG,0.25
M17RD,0.099999905
M50,1.0699997
MAANALU,1.949997
MACPOWER,3.9500008
MADHAV,3.2999992
MADHUCON,0.1500001
MADRASFERT,2.1499996
MAGADSUGAR,3.4000015
MAGMA,2.6499977
MAGNUM,0.29999995
MAHABANK,0.39999962
MAHAPEXLTD,4.449997
MAHASTEEL,4.449997
MAHESHWARI,28.799988
MAHICKRA,0.9500046
MAHINDCIE,7.399994
MAHLIFE,12.850006
MAHLOG,9.899994
MAHSCOOTER,134.8501
MAHSEAMLES,8.75
MAITHANALL,27.700012
MAJESCO,21.399994
MALUPAPER,1.2999992
MAN50ETF,0.7000046
MANAKALUCO,0.5500002
MANAKCOAT,0.19999981
MANAKSIA,1.0
MANAKSTEEL,0.6999998
MANALIPETC,1.1999989
MANAPPURAM,7.699997
MANGALAM,2.3499985
MANGCHEFER,1.0
MANGLMCEM,10.049988
MANGTIMBER,0.39999962
MANINDS,2.0
MANINFRA,1.1499996
MANUGRAPH,1.3000002
MARALOVER,1.0500011
MARATHON,11.449997
MARICO,14.600006
MARINE,1.5
MARKSANS,1.0999985
MARUTI,68.0
MASFIN,70.54999
MASKINVEST,0.0
MASTEK,13.25
MATRIMONY,14.0
MAWANASUG,1.9000015
MAXINDIA,3.0
MAXVIL,2.0499992
MAYURUNIQ,18.399994
MAZDA,10.5
MBAPL,0.0
MBECL,0.20000029
MBLINFRA,0.19999981
MCDHOLDING,0.6499996
MCDOWELL-N,17.0
MCL,4.1500015
MCLEODRUSS,0.25
MCX,153.54993
MEGASOFT,0.39999962
MEGH,5.299999
MELSTAR,0.0
MENONBE,1.0
MEP,1.6500015
MERCATOR,0.0
METALFORGE,0.3000002
METKORE,0.10000001
METROPOLIS,50.150024
MFSL,16.0
MGEL,0.0
MGL,38.049927
MHRIL,6.25
MIC,0.100000024
MIDHANI,6.899994
MINDACORP,3.5
MINDAIND,15.299988
MINDTECK,1.8500004
MINDTREE,16.400024
MIRCELECTR,0.6500006
MIRZAINT,1.6500015
MITTAL,1.0
MMFL,29.350006
MMP,5.0
MMTC,0.79999924
MODIRUBBER,0.14999962
MOHITIND,0.29999995
MOHOTAIND,0.5
MOIL,6.25
MOKSH,0.0
MOLDTECH,1.9000015
MOLDTKPAC,7.5
MONTECARLO,7.950012
MORARJEE,1.3000002
MOREPENLAB,0.4499998
MOTHERSUMI,5.0
MOTILALOFS,24.200012
MOTOGENFIN,2.0999985
MPHASIS,28.199951
MPSLTD,71.350006
MRF,1099.0
MRPL,2.5499992
MSPL,0.25
MSTCLTD,10.000008
MTEDUCARE,3.0999994
MTNL,0.3000002
MUKANDENGG,0.8500004
MUKANDLTD,1.3500004
MUKANDLTD,0.05000019
MUKTAARTS,1.0
MUNJALAU,1.7999992
MUNJALSHOW,4.399994
MURUDCERA,1.1499996
MUTHOOTCAP,21.900024
MUTHOOTFIN,26.100037
N100,11.909973
NABARD,5.9400635
NACLIND,0.8500004
NAGAFERT,0.2999997
NAGREEKCAP,0.049999714
NAGREEKEXP,0.74999905
NAHARCAP,6.7999954
NAHARINDUS,2.6000004
NAHARPOLY,1.0999985
NAHARSPING,0.5
NAM-INDIA,10.899994
NATCOPHARM,9.0
NATHBIOGEN,14.399994
NATIONALUM,1.4500008
NATNLSTEEL,0.049999952
NAUKRI,95.0
NAVINFLUOR,85.0
NAVKARCORP,0.80000114
NAVNETEDUL,1.5
NBCC,2.75
NBIFIN,0.0
NBVENTURES,6.3499985
NCC,2.9000015
NCLIND,4.4000015
NDGL,10.950012
NDL,2.3999996
NDTV,0.69999886
NECCLTD,0.5
NECLIFE,0.5
NELCAST,2.6500015
NELCO,10.949997
NEOGEN,32.799988
NESCO,33.599976
NESTLEIND,339.5996
NETF,0.5200043
NETFCONSUM,0.4699974
NETFDIVOPP,3.0900002
NETFLTGILT,0.060001373
NETFMID150,0.8500061
NETFNIF100,0.0
NETFNV20,0.8499985
NETWORK18,1.5499992
NEULANDLAB,22.600006
NEWGEN,8.0
NEXTMEDIA,0.7999997
NFL,1.0999985
NH,14.950012
NHAI,5.7800293
NHAI,19.0
NHAI,0.100097656
NHAI,2.5
NHAI,12.97998
NHAI,0.0
NHAI,2.9899902
NHAI,1.9100342
NHBTF2014,45.0
NHPC,1.3500004
NHPC,2.0
NIACL,8.149994
NIBL,0.3000002
NIFTYBEES,1.5
NIFTYEES,0.0
NIITLTD,2.4000015
NIITTECH,102.94995
NILAINFRA,0.25
NILASPACES,0.0
NILKAMAL,51.0
NIPPOBATRY,15.950012
NITCO,0.95000076
NITINFIRE,0.050000012
NITINSPIN,4.4000015
NKIND,1.7999992
NLCINDIA,1.75
NMDC,4.9500046
NOCIL,9.849998
NOIDATOLL,0.29999995
NPBET,1.699997
NRAIL,16.0
NRBBEARING,3.75
NSIL,28.950012
NTL,0.050000012
NTPC,2.75
NTPC,7.550049
NTPC,31.579956
NTPC,0.119999886
NTPC,0.0
NUCLEUS,8.899994
NXTDIGITAL,11.900024
OAL,12.550003
OBEROIRLTY,29.75
OCCL,21.900024
OFSS,96.55005
OIL,3.25
OILCOUNTUB,0.0
OISL,0.099999905
OLECTRA,6.300003
OMAXAUTO,5.6499977
OMAXE,7.75
OMKARCHEM,0.25
OMMETALS,1.2999992
ONELIFECAP,0.5999994
ONEPOINT,1.3999996
ONGC,2.550003
ONMOBILE,0.95000076
ONWARDTEC,1.949997
OPTIEMUS,2.6500015
OPTOCIRCUI,0.099999905
ORBTEXP,2.0
ORICONENT,1.5499992
ORIENTABRA,0.8999996
ORIENTALTL,0.19999981
ORIENTBANK,1.0999985
ORIENTBELL,4.0
ORIENTCEM,3.75
ORIENTELEC,12.849991
ORIENTHOT,0.95000076
ORIENTLTD,1.5
ORIENTPPR,0.79999924
ORIENTREF,11.699997
ORISSAMINE,85.400024
ORTEL,0.100000024
ORTINLABSS,0.40000057
OSWALAGRO,0.5499997
PAEL,0.20000005
PAGEIND,843.9512
PAISALO,23.799988
PALASHSECU,0.6000004
PALREDTEC,0.6500015
PANACEABIO,2.5
PANACHE,4.3499985
PANAMAPET,3.2999992
PAPERPROD,7.299988
PARABDRUGS,0.0
PARACABLES,0.6999998
PARAGMILK,7.399994
PARSVNATH,0.10000014
PASHUPATI,21.75
PATELENG,1.8999996
PATINTLOG,1.4500008
PATSPINLTD,0.05000019
PCJEWELLER,0.6499996
PDMJEPAPER,0.6999998
PDPL,0.049999952
PDSMFL,12.0
PEARLPOLY,0.5500002
PEL,150.30005
PENIND,0.39999962
PENINLAND,0.3000002
PERSISTENT,26.850037
PETRONENGG,0.4000001
PETRONET,7.75
PFC,3.75
PFC,0.0
PFC,0.0
PFC,0.0
PFC,3.5
PFIZER,145.5
PFOCUS,5.9000015
PFS,0.75
PGEL,3.7000046
PGHH,505.5996
PGHL,120.0
PGIL,7.550003
PHILIPCARB,7.049988
PHOENIXLTD,28.799988
PIDILITIND,50.0
PIIND,43.799927
PILANIINVS,27.949951
PILITA,0.3000002
PIONDIST,4.199997
PIONEEREMB,1.3500004
PITTIENG,0.79999924
PKTEA,11.300003
PLASTIBLEN,5.549988
PNB,1.5999985
PNBGILTS,0.45000076
PNBHOUSING,14.549988
PNC,0.6000004
PNCINFRA,3.449997
PODDARHOUS,6.049988
PODDARMENT,8.0
POKARNA,3.1500015
POLYCAB,23.850037
POLYMED,14.799988
POLYPLEX,22.5
PONNIERODE,10.800003
POWERGRID,3.850006
POWERMECH,23.650024
PPAP,15.549988
PPL,5.25
PRABHAT,1.5
PRADIP,0.100000024
PRAENG,0.3499999
PRAJIND,3.8499985
PRAKASH,3.4000015
PRECAM,1.4000015
PRECOT,3.3500004
PRECWIRE,9.5
PREMEXPLN,3.399994
PREMIERPOL,0.25
PRESSMN,3.8500004
PRESTIGE,9.899994
PRICOLLTD,1.9000015
PRIMESECU,2.4000015
PRINCEPIPE,6.899994
PROSEED,0.0
PROZONINTU,0.6000004
PRSMJOHNSN,2.1500015
PSB,0.70000076
PSL,0.0
PSPPROJECT,11.799988
PSUBNKBEES,0.3900013
PTC,1.4000015
PTL,0.5
PULZ,0.099998474
PUNJABCHEM,24.299988
PUNJLLOYD,0.100000024
PURVA,2.2000046
PUSHPREALM,0.0
PVR,53.0
QGOLDHALF,17.800049
QUESS,41.950012
QUICKHEAL,4.1500015
RADAAN,0.100000024
RADICO,29.700012
RADIOCITY,1.3999996
RAIN,4.9000015
RAJESHEXPO,11.0
RAJRAYON,0.05
RAJSREESUG,1.3000011
RAJTV,2.6499977
RALLIS,5.650009
RAMANEWS,1.1999998
RAMASTEEL,3.7999992
RAMCOCEM,26.0
RAMCOIND,10.550003
RAMCOSYS,11.399994
RAMKY,1.1999989
RANASUG,0.4000001
RANEENGINE,10.0
RANEHOLDIN,50.900024
RATNAMANI,28.650024
RAYMOND,14.049988
RBL,13.350037
